tokens per iteration will be: 16,384
Initializing a new model from scratch
compiling the model... (takes a ~minute)
iter 2370: loss 4.1838, time 561.70ms
iter 2380: loss 4.3061, time 561.36ms
iter 2390: loss 4.0292, time 561.59ms
iter 2400: loss 4.3636, time 561.08ms
iter 2410: loss 4.1137, time 561.06ms
iter 2420: loss 4.2329, time 561.71ms
iter 2430: loss 4.3787, time 561.05ms
iter 2440: loss 4.0864, time 561.61ms
iter 2450: loss 3.9477, time 561.13ms
iter 2460: loss 4.0636, time 561.16ms
iter 2470: loss 4.3072, time 562.67ms
iter 2480: loss 4.3506, time 561.12ms
iter 2490: loss 4.1103, time 561.48ms
iter 2500: loss 4.1030, time 40079.99ms
iter 2510: loss 4.1877, time 561.17ms
iter 2520: loss 4.2703, time 561.49ms
iter 2530: loss 4.2914, time 561.26ms
iter 2540: loss 4.1076, time 561.59ms
iter 2550: loss 4.2144, time 560.93ms
iter 2560: loss 4.3868, time 561.57ms
iter 2570: loss 4.0976, time 560.64ms
iter 2580: loss 3.8837, time 561.42ms
iter 2590: loss 4.1131, time 561.00ms
iter 2600: loss 3.9889, time 561.28ms
iter 2610: loss 4.0588, time 561.82ms
iter 2620: loss 4.1223, time 561.63ms
iter 2630: loss 3.9998, time 560.91ms
iter 2640: loss 4.0361, time 560.92ms
iter 2650: loss 4.1163, time 561.50ms
iter 2660: loss 4.2376, time 561.24ms
iter 2670: loss 4.1526, time 560.95ms
iter 2680: loss 4.0141, time 561.18ms
iter 2690: loss 4.1575, time 561.14ms
iter 2700: loss 4.0229, time 560.95ms
iter 2710: loss 4.0070, time 561.40ms
iter 2720: loss 4.1475, time 560.89ms
iter 2730: loss 4.3902, time 561.04ms
iter 2740: loss 4.2277, time 561.07ms
iter 2750: loss 3.9773, time 39837.66ms
iter 2760: loss 4.1669, time 561.40ms
iter 2770: loss 4.2663, time 561.15ms
iter 2780: loss 3.8486, time 560.91ms
iter 2790: loss 4.0978, time 561.39ms
iter 2800: loss 4.0011, time 561.57ms
iter 2810: loss 4.0087, time 560.71ms
iter 2820: loss 3.9237, time 561.51ms
iter 2830: loss 4.0550, time 560.90ms
iter 2840: loss 3.8449, time 561.55ms
iter 2850: loss 3.9419, time 561.39ms
iter 2860: loss 4.0601, time 561.03ms
iter 2870: loss 4.0751, time 562.10ms
iter 2880: loss 3.8546, time 560.80ms
iter 2890: loss 3.9814, time 560.89ms
iter 2900: loss 3.9809, time 561.26ms
iter 2910: loss 3.9535, time 560.98ms
iter 2920: loss 4.0334, time 561.43ms
iter 2930: loss 4.0473, time 561.18ms
iter 2940: loss 3.8620, time 561.59ms
iter 2950: loss 3.9417, time 561.46ms
iter 2960: loss 4.1438, time 561.50ms
iter 2970: loss 4.2037, time 561.05ms
iter 2980: loss 3.9360, time 561.73ms
iter 2990: loss 4.0975, time 561.20ms
iter 3000: loss 4.0172, time 40004.48ms
iter 3010: loss 3.9350, time 561.61ms
iter 3020: loss 4.1332, time 561.77ms
iter 3030: loss 4.0151, time 561.35ms
iter 3040: loss 4.2296, time 561.47ms
iter 3050: loss 4.1127, time 561.58ms
iter 3060: loss 3.8962, time 561.00ms
iter 3070: loss 3.9146, time 561.45ms
iter 3080: loss 3.9568, time 560.90ms
iter 3090: loss 4.1559, time 561.11ms
iter 3100: loss 3.9218, time 561.40ms
iter 3110: loss 3.9809, time 561.32ms
iter 3120: loss 4.1796, time 561.87ms
iter 3130: loss 3.8821, time 561.38ms
iter 3140: loss 4.0026, time 561.48ms
iter 3150: loss 3.9201, time 561.49ms
iter 3160: loss 3.8753, time 561.39ms
iter 3170: loss 3.8820, time 560.83ms
iter 3180: loss 3.9458, time 561.80ms
iter 3190: loss 3.8656, time 561.41ms
iter 3200: loss 4.1435, time 561.28ms
iter 3210: loss 3.8236, time 561.38ms
iter 3220: loss 4.1503, time 560.97ms
iter 3230: loss 3.9524, time 561.10ms
iter 3240: loss 3.7277, time 561.59ms
iter 3250: loss 3.9624, time 40022.17ms
iter 3260: loss 3.9952, time 561.50ms
iter 3270: loss 4.0393, time 561.25ms
iter 3280: loss 4.0060, time 561.82ms
iter 3290: loss 3.9068, time 561.24ms
iter 3300: loss 4.0865, time 561.43ms
iter 3310: loss 3.9916, time 561.68ms
iter 3320: loss 3.9095, time 561.20ms
iter 3330: loss 3.9352, time 561.14ms
iter 3340: loss 3.8981, time 561.00ms
iter 3350: loss 3.9153, time 561.23ms
iter 3360: loss 3.8826, time 560.92ms
iter 3370: loss 3.6762, time 560.76ms
iter 3380: loss 4.1991, time 561.30ms
iter 3390: loss 3.8939, time 561.63ms
iter 3400: loss 3.9190, time 560.98ms
iter 3410: loss 4.0389, time 560.99ms
iter 3420: loss 3.9212, time 561.59ms
iter 3430: loss 3.8135, time 561.74ms
iter 3440: loss 4.0421, time 560.82ms
iter 3450: loss 4.1050, time 561.48ms
iter 3460: loss 3.6080, time 561.63ms
iter 3470: loss 3.6904, time 561.32ms
iter 3480: loss 3.8610, time 561.29ms
iter 3490: loss 3.8487, time 561.57ms
iter 3500: loss 3.9202, time 36352.31ms
iter 3510: loss 3.6436, time 561.14ms
iter 3520: loss 3.9841, time 561.90ms
iter 3530: loss 3.8188, time 561.26ms
iter 3540: loss 3.8587, time 561.03ms
iter 3550: loss 3.9025, time 561.51ms
iter 3560: loss 3.7797, time 561.51ms
iter 3570: loss 3.7646, time 561.20ms
iter 3580: loss 3.9626, time 561.08ms
iter 3590: loss 4.0448, time 561.74ms
iter 3600: loss 3.7989, time 561.32ms
iter 3610: loss 3.8691, time 561.14ms
iter 3620: loss 3.9987, time 561.07ms
iter 3630: loss 3.8715, time 561.24ms
iter 3640: loss 3.9847, time 561.45ms
iter 3650: loss 3.6904, time 561.50ms
iter 3660: loss 3.7073, time 561.43ms
iter 3670: loss 3.8506, time 560.96ms
iter 3680: loss 3.9158, time 561.25ms
iter 3690: loss 4.0189, time 561.59ms
iter 3700: loss 3.8428, time 561.47ms
iter 3710: loss 4.0876, time 561.23ms
iter 3720: loss 4.0286, time 561.49ms
iter 3730: loss 4.1809, time 561.89ms
iter 3740: loss 4.0093, time 560.70ms
iter 3750: loss 4.0542, time 37044.67ms
iter 3760: loss 3.8705, time 561.28ms
iter 3770: loss 3.9788, time 562.12ms
iter 3780: loss 3.8177, time 561.29ms
iter 3790: loss 4.0160, time 561.12ms
iter 3800: loss 3.6672, time 561.73ms
iter 3810: loss 3.7857, time 561.68ms
iter 3820: loss 3.7356, time 561.80ms
iter 3830: loss 3.7677, time 561.47ms
iter 3840: loss 4.0692, time 560.76ms
iter 3850: loss 3.8511, time 561.12ms
iter 3860: loss 3.8337, time 561.00ms
iter 3870: loss 3.7834, time 561.22ms
iter 3880: loss 3.7805, time 560.90ms
iter 3890: loss 4.0320, time 561.54ms
iter 3900: loss 4.0058, time 561.62ms
iter 3910: loss 3.8539, time 561.96ms
iter 3920: loss 3.8233, time 561.01ms
iter 3930: loss 3.7052, time 561.44ms
iter 3940: loss 3.9432, time 561.29ms
iter 3950: loss 3.7734, time 561.20ms
iter 3960: loss 3.8617, time 560.64ms
iter 3970: loss 3.6759, time 560.97ms
iter 3980: loss 3.8332, time 561.44ms
iter 3990: loss 3.9206, time 561.47ms
iter 4000: loss 3.7525, time 36802.06ms
iter 4010: loss 3.9074, time 560.92ms
iter 4020: loss 3.9721, time 561.35ms
iter 4030: loss 3.8481, time 561.12ms
iter 4040: loss 3.8428, time 560.87ms
iter 4050: loss 3.6658, time 561.38ms
iter 4060: loss 3.6724, time 561.46ms
iter 4070: loss 3.7718, time 561.85ms
iter 4080: loss 3.8644, time 561.12ms
iter 4090: loss 3.9363, time 561.58ms
iter 4100: loss 4.0380, time 561.25ms
iter 4110: loss 3.7990, time 560.55ms
iter 4120: loss 3.5413, time 561.21ms
iter 4130: loss 3.8114, time 561.28ms
iter 4140: loss 3.9050, time 560.92ms
iter 4150: loss 3.9935, time 561.51ms
iter 4160: loss 3.8491, time 561.57ms
iter 4170: loss 3.8005, time 561.66ms
iter 4180: loss 4.0704, time 561.27ms
iter 4190: loss 3.9225, time 560.54ms
iter 4200: loss 3.9343, time 560.96ms
iter 4210: loss 3.9237, time 561.50ms
iter 4220: loss 3.8362, time 561.56ms
iter 4230: loss 3.7643, time 561.07ms
iter 4240: loss 3.7783, time 561.31ms
iter 4250: loss 3.9228, time 36887.94ms
iter 4260: loss 3.6350, time 560.99ms
iter 4270: loss 3.8768, time 561.11ms
iter 4280: loss 3.6355, time 560.60ms
iter 4290: loss 3.7878, time 561.63ms
iter 4300: loss 3.8073, time 560.77ms
iter 4310: loss 3.9377, time 561.63ms
iter 4320: loss 3.9254, time 561.88ms
iter 4330: loss 3.7087, time 561.39ms
iter 4340: loss 3.8497, time 561.31ms
iter 4350: loss 3.7641, time 561.70ms
iter 4360: loss 3.9447, time 561.41ms
iter 4370: loss 3.9264, time 561.29ms
iter 4380: loss 3.8979, time 560.87ms
iter 4390: loss 3.8302, time 561.22ms
iter 4400: loss 3.8167, time 561.32ms
iter 4410: loss 3.7442, time 561.51ms
iter 4420: loss 3.5275, time 560.96ms
iter 4430: loss 3.6947, time 561.24ms
iter 4440: loss 3.7841, time 561.56ms
iter 4450: loss 3.7361, time 561.26ms
iter 4460: loss 3.8125, time 561.39ms
iter 4470: loss 3.7455, time 561.67ms
iter 4480: loss 3.5408, time 560.59ms
iter 4490: loss 3.7225, time 561.58ms
iter 4500: loss 3.7448, time 36923.95ms
iter 4510: loss 3.7994, time 561.58ms
iter 4520: loss 3.6396, time 561.04ms
iter 4530: loss 3.7599, time 561.57ms
iter 4540: loss 3.8249, time 561.93ms
iter 4550: loss 4.0048, time 561.07ms
iter 4560: loss 3.5470, time 561.64ms
iter 4570: loss 3.6725, time 561.78ms
iter 4580: loss 3.9260, time 561.55ms
iter 4590: loss 3.7014, time 561.48ms
iter 4600: loss 3.7887, time 561.31ms
iter 4610: loss 3.9458, time 561.39ms
iter 4620: loss 3.9211, time 560.94ms
iter 4630: loss 3.7278, time 561.11ms
iter 4640: loss 3.7544, time 561.52ms
iter 4650: loss 3.8321, time 561.63ms
iter 4660: loss 3.7362, time 561.54ms
iter 4670: loss 3.7513, time 561.07ms
iter 4680: loss 3.7919, time 561.52ms
iter 4690: loss 3.9413, time 561.08ms
iter 4700: loss 3.5905, time 561.26ms
iter 4710: loss 3.8654, time 561.28ms
iter 4720: loss 3.8719, time 561.51ms
iter 4730: loss 3.7141, time 560.87ms
iter 4740: loss 3.8026, time 561.61ms
iter 4750: loss 3.7384, time 36805.81ms
iter 4760: loss 3.7150, time 560.55ms
iter 4770: loss 3.9156, time 561.42ms
iter 4780: loss 3.8297, time 561.31ms
iter 4790: loss 4.0248, time 561.10ms
iter 4800: loss 3.7244, time 561.38ms
iter 4810: loss 3.9483, time 561.46ms
iter 4820: loss 3.9177, time 561.56ms
iter 4830: loss 3.9286, time 561.26ms
iter 4840: loss 3.6755, time 561.84ms
iter 4850: loss 3.8289, time 561.63ms
iter 4860: loss 3.6777, time 561.14ms
iter 4870: loss 3.6365, time 561.51ms
iter 4880: loss 3.5991, time 561.41ms
iter 4890: loss 3.5885, time 561.18ms
iter 4900: loss 3.6329, time 560.88ms
iter 4910: loss 3.6198, time 561.39ms
iter 4920: loss 3.8947, time 561.46ms
iter 4930: loss 3.4374, time 561.09ms
iter 4940: loss 3.8677, time 561.02ms
iter 4950: loss 3.7096, time 561.54ms
iter 4960: loss 3.6425, time 561.44ms
iter 4970: loss 3.7464, time 560.77ms
iter 4980: loss 3.7264, time 561.80ms
iter 4990: loss 3.6261, time 561.51ms
iter 5000: loss 3.8935, time 36915.88ms
iter 5010: loss 3.9328, time 561.36ms
iter 5020: loss 3.4812, time 561.13ms
iter 5030: loss 3.6851, time 561.59ms
iter 5040: loss 3.8332, time 561.59ms
iter 5050: loss 3.7383, time 560.96ms
iter 5060: loss 4.0371, time 561.61ms
iter 5070: loss 3.6663, time 561.35ms
iter 5080: loss 3.7318, time 561.28ms
iter 5090: loss 3.7283, time 561.36ms
iter 5100: loss 3.7928, time 561.13ms
iter 5110: loss 3.8088, time 561.11ms
iter 5120: loss 3.6692, time 560.77ms
iter 5130: loss 3.5659, time 560.75ms
iter 5140: loss 3.8342, time 561.61ms
iter 5150: loss 3.5754, time 560.98ms
iter 5160: loss 3.7303, time 561.45ms
iter 5170: loss 3.8337, time 560.94ms
iter 5180: loss 3.8658, time 561.82ms
iter 5190: loss 3.8588, time 561.43ms
iter 5200: loss 3.8497, time 561.49ms
iter 5210: loss 3.6618, time 561.24ms
iter 5220: loss 3.5506, time 561.42ms
iter 5230: loss 3.6321, time 561.02ms
iter 5240: loss 3.6639, time 561.01ms
iter 5250: loss 3.5942, time 33819.88ms
iter 5260: loss 3.9476, time 561.46ms
iter 5270: loss 3.5923, time 561.58ms
iter 5280: loss 3.7249, time 561.60ms
iter 5290: loss 3.6804, time 561.92ms
iter 5300: loss 3.6131, time 561.93ms
iter 5310: loss 3.8997, time 561.41ms
iter 5320: loss 3.6678, time 561.13ms
iter 5330: loss 3.7079, time 561.07ms
iter 5340: loss 3.8048, time 561.82ms
iter 5350: loss 3.5603, time 561.23ms
iter 5360: loss 3.7021, time 561.75ms
iter 5370: loss 3.6008, time 561.18ms
iter 5380: loss 3.5485, time 561.18ms
iter 5390: loss 3.7606, time 561.34ms
iter 5400: loss 3.7332, time 561.33ms
iter 5410: loss 3.6550, time 561.66ms
iter 5420: loss 3.5543, time 561.53ms
iter 5430: loss 3.6746, time 560.78ms
iter 5440: loss 3.6725, time 561.29ms
iter 5450: loss 3.8348, time 561.22ms
iter 5460: loss 3.8143, time 561.67ms
iter 5470: loss 3.6162, time 561.59ms
iter 5480: loss 3.7305, time 561.60ms
iter 5490: loss 3.7559, time 561.36ms
iter 5500: loss 3.5158, time 36847.52ms
iter 5510: loss 3.7172, time 561.53ms
iter 5520: loss 3.6967, time 561.32ms
iter 5530: loss 3.5530, time 561.35ms
iter 5540: loss 3.7065, time 560.97ms
iter 5550: loss 3.7801, time 561.48ms
iter 5560: loss 3.7072, time 561.47ms
iter 5570: loss 3.7105, time 561.27ms
iter 5580: loss 3.6274, time 561.53ms
iter 5590: loss 3.5794, time 561.09ms
iter 5600: loss 3.8369, time 561.05ms
iter 5610: loss 3.7770, time 561.47ms
iter 5620: loss 3.7841, time 561.30ms
iter 5630: loss 3.6817, time 561.26ms
iter 5640: loss 3.7346, time 561.56ms
iter 5650: loss 3.5882, time 561.42ms
iter 5660: loss 3.6054, time 561.13ms
iter 5670: loss 3.6564, time 561.25ms
iter 5680: loss 3.7805, time 561.54ms
iter 5690: loss 3.4872, time 561.55ms
iter 5700: loss 3.4753, time 561.24ms
iter 5710: loss 3.7875, time 560.96ms
iter 5720: loss 3.6601, time 561.60ms
iter 5730: loss 3.7472, time 561.29ms
iter 5740: loss 3.5437, time 561.37ms
iter 5750: loss 3.5453, time 33519.54ms
iter 5760: loss 3.6358, time 561.44ms
iter 5770: loss 3.7044, time 561.45ms
iter 5780: loss 3.7583, time 561.08ms
iter 5790: loss 3.7006, time 561.22ms
iter 5800: loss 3.5578, time 561.25ms
iter 5810: loss 3.6407, time 561.43ms
iter 5820: loss 3.6428, time 561.80ms
iter 5830: loss 3.9366, time 561.12ms
iter 5840: loss 3.6881, time 560.91ms
iter 5850: loss 3.7344, time 561.33ms
iter 5860: loss 3.8222, time 561.54ms
iter 5870: loss 3.4339, time 561.52ms
iter 5880: loss 3.8242, time 560.96ms
iter 5890: loss 3.6766, time 561.37ms
iter 5900: loss 3.7483, time 561.26ms
iter 5910: loss 3.8121, time 561.52ms
iter 5920: loss 3.7043, time 561.48ms
iter 5930: loss 3.3902, time 561.12ms
iter 5940: loss 3.6861, time 561.73ms
iter 5950: loss 3.6384, time 560.96ms
iter 5960: loss 3.6978, time 561.82ms
iter 5970: loss 3.7875, time 561.82ms
iter 5980: loss 3.7462, time 560.90ms
iter 5990: loss 3.5978, time 561.59ms
iter 6000: loss 3.8278, time 36848.29ms
iter 6010: loss 3.6498, time 560.98ms
iter 6020: loss 3.4922, time 561.34ms
iter 6030: loss 3.8097, time 561.52ms
iter 6040: loss 3.8085, time 561.27ms
iter 6050: loss 3.7886, time 561.34ms
iter 6060: loss 3.4893, time 561.17ms
iter 6070: loss 3.8154, time 561.18ms
iter 6080: loss 3.5441, time 560.86ms
iter 6090: loss 3.7223, time 561.43ms
iter 6100: loss 3.7015, time 560.93ms
iter 6110: loss 3.6111, time 560.94ms
iter 6120: loss 3.7201, time 561.11ms
iter 6130: loss 3.3280, time 561.26ms
iter 6140: loss 3.8298, time 561.38ms
